Radars;Date;pdssr;pdpsr;pda;pdc;iva;ivc;fc;ft;mt;rng;azim;stat
EBBE;04/09/2022 00:00;;57,62;;;;;;;;92,6;-0,01;
GEMB;04/09/2022 00:00;91,45;58,74;98,24;95,01;0,77;0,62;1,29;0,05;2,34;98,1;-0,02;
LARCE;04/09/2022 00:00;;35,19;0;0;0;0;0;0;0;6,9;-0,01;
EBFS;04/09/2022 00:00;;;;;;;;;;;;No Data
S723E;05/09/2022 00:00;96,73;87,55;99,89;99,98;0;0;0;0;0,09;48,4;0;
EBBL;05/09/2022 00:00;90,32;77,57;99,39;99,92;0;0;0;0;0,16;62,3;-0,04;
GEEK;05/09/2022 00:00;94,6;80,85;98,96;99,76;0,03;0;0,03;0;0,31;26,4;-0,02;
EBSH;05/09/2022 00:00;;73,17;;;;;;;;-8,4;0,1;
EBBE;05/09/2022 00:00;;69,96;;;;;;;;174,2;0;
GEMB;05/09/2022 00:00;94,86;81,83;99,08;97,37;0,47;0,37;0,76;0,01;1,1;92,2;-0,02;
LARCE;05/09/2022 00:00;;48,63;0;0;0;0;0;0;0;60,8;-0,03;
EBFS;05/09/2022 00:00;;;;;;;;;;;;No Data
S723E;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
EBBE;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
EBBL;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
GEEK;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
GEMB;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
EBFS;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
EBSH;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
LARCE;06/09/2022 00:00;;;;;;;;;;;;middelgroot onderhoud S723 ->geen data
S723E;07/09/2022 00:00;96,04;86,56;99,87;99,97;0;0;0;0;0,04;28,4;0;
EBBL;07/09/2022 00:00;85,56;69,41;99,31;99,9;0,02;0,01;0,03;0;0,03;41,7;-0,04;
GEEK;07/09/2022 00:00;95,52;81,4;99,07;99,96;0;0;0,01;0;0,12;53,5;-0,02;
EBFS;07/09/2022 00:00;91,66;80,08;99,86;99,84;0,01;0;0,01;0;0;5,9;0,01;
EBSH;07/09/2022 00:00;;70,88;;;;;;;;-9,4;0,11;
EBBE;07/09/2022 00:00;;65,73;;;;;;;;114,3;-0,04;
GEMB;07/09/2022 00:00;95,32;81,4;98,78;96,68;0,64;0,43;0,97;0,01;1,26;92,4;0;
LARCE;07/09/2022 00:00;;;;;;;;;;;;No Data
S723E;08/09/2022 00:00;96,84;88,15;99,9;99,98;0;0;0;0;0,04;18,5;0,01;
EBBL;08/09/2022 00:00;91,49;78,73;99,36;99,8;0,25;0,03;0,27;0;0,01;24,7;-0,04;
GEEK;08/09/2022 00:00;96,3;84,9;99,13;99,87;0;0,01;0,01;0;0,12;52,8;-0,03;
EBFS;08/09/2022 00:00;92,67;88,94;99,79;99,79;0,05;0;0,06;0;0,01;-8,8;0,01;
EBSH;08/09/2022 00:00;;76,32;;;;;;;;-40,2;0,11;
EBBE;08/09/2022 00:00;;72,22;;;;;;;;98,6;-0,03;
GEMB;08/09/2022 00:00;94,88;82,59;98,88;97,12;0,58;0,4;0,91;0,01;1,07;67,2;0,01;
LARCE;08/09/2022 00:00;;53,39;0;0;0;0;0;0;0;-5,7;-0,03;
S723E;09/09/2022 00:00;97,37;90,01;99,92;99,96;0;0;0;0;0,05;19,8;0;
EBBL;09/09/2022 00:00;92,92;80,72;99,65;99,99;0,04;0,01;0,05;0;0,02;19,8;-0,03;
GEEK;09/09/2022 00:00;95,93;84,12;99,25;99,57;0;0;0;0;0,16;48;-0,03;
EBFS;09/09/2022 00:00;93,13;87,59;99,78;99,84;0,03;0;0,03;0;0;-3,9;0,01;
EBSH;09/09/2022 00:00;;78,28;;;;;;;;-24,7;0,11;
EBBE;09/09/2022 00:00;;76,27;;;;;;;;107,3;-0,02;
GEMB;09/09/2022 00:00;96,1;84,39;99,29;97,92;0,37;0,33;0,65;0,01;0,85;58,5;0,01;
LARCE;09/09/2022 00:00;;59,74;0;0;0;0;0;0;0;4,7;-0,04;
S723E;10/09/2022 00:00;97,41;88,84;99,92;99,94;0;0;0;0;0,03;34,3;0,01;
EBBL;10/09/2022 00:00;91,47;74,85;99,53;99,99;0,01;0;0,02;0;0,01;40,3;-0,03;
GEEK;10/09/2022 00:00;96,31;86,84;99,02;99,42;0;0,01;0,01;0;0,13;45,2;-0,02;
EBFS;10/09/2022 00:00;93,72;88,65;99,87;99,85;0;0;0;0;0;7,2;0,02;
EBSH;10/09/2022 00:00;;76,4;;;;;;;;-27,5;0,11;
EBBE;10/09/2022 00:00;;63,09;;;;;;;;122;0;
GEMB;10/09/2022 00:00;95,61;83,2;99,04;97,48;0,5;0,33;0,78;0,01;1,41;72,2;0;
LARCE;10/09/2022 00:00;;42,45;0;0;0;0;0;0;0;17,8;-0,04;
S723E;11/09/2022 00:00;95,86;85,39;99,88;99,92;0;0;0,01;0;0,04;36,1;0,01;
EBBL;11/09/2022 00:00;84,47;66,43;99,16;98,75;0;0,02;0,02;0;0,02;54,7;-0,03;
GEEK;11/09/2022 00:00;93,44;75,14;98,73;98,99;0,01;0;0,01;0;0,29;38,2;-0,01;
EBFS;11/09/2022 00:00;88,71;78,22;99,86;99,41;0;0;0;0;0;23;0,01;
EBSH;11/09/2022 00:00;;64,26;;;;;;;;-10,4;0,11;
EBBE;11/09/2022 00:00;;52,13;;;;;;;;103,6;-0,01;
GEMB;11/09/2022 00:00;92,54;75,35;98,47;94,72;0,69;0,54;1,15;0,01;1,74;84,1;0,01;
LARCE;11/09/2022 00:00;;34,49;0;0;0;0;0;0;0;5,7;-0,02;
S723E;10/09/2022 00:00;97,41;88,84;99,92;99,94;0;0;0;0;0,03;34,3;0,01;
EBBL;10/09/2022 00:00;91,47;74,85;99,53;99,99;0,01;0;0,02;0;0,01;40,3;-0,03;
GEEK;10/09/2022 00:00;96,31;86,84;99,02;99,42;0;0,01;0,01;0;0,13;45,2;-0,02;
EBFS;10/09/2022 00:00;93,72;88,65;99,87;99,85;0;0;0;0;0;7,2;0,02;
EBSH;10/09/2022 00:00;;76,4;;;;;;;;-27,5;0,11;
EBBE;10/09/2022 00:00;;63,09;;;;;;;;122;0;
GEMB;10/09/2022 00:00;95,61;83,2;99,04;97,48;0,5;0,33;0,78;0,01;1,41;72,2;0;
LARCE;10/09/2022 00:00;;42,45;0;0;0;0;0;0;0;17,8;-0,04;
S723E;12/09/2022 00:00;95,66;85,51;99,83;99,93;0;0,01;0,01;0;0,04;50,4;0;
EBBL;12/09/2022 00:00;85,28;69,06;99,32;99,82;0,02;0,01;0,03;0;0,02;71,8;-0,04;
GEEK;12/09/2022 00:00;;;0;0;0;0;0;0;2,73;109,1;-0,08;
EBFS;12/09/2022 00:00;91,66;78,43;99,85;99,78;0,02;0;0,02;0;0;26,9;0,01;
EBSH;12/09/2022 00:00;;66,41;;;;;;;;6,9;0,1;
EBBE;12/09/2022 00:00;;65,2;;;;;;;;150,1;-0,04;
GEMB;12/09/2022 00:00;95,12;79,32;98,96;96,76;0,48;0,39;0,82;0,01;1,13;104,6;-0,01;
LARCE;12/09/2022 00:00;;44,91;0;0;0;0;0;0;0;36,2;-0,04;
S723E;13/09/2022 00:00;96,72;87,35;99,92;99,95;0;0,01;0,01;0;0,05;50,8;0,01;
EBBL;13/09/2022 00:00;89,43;72,16;99,39;99,98;0;0,01;0,01;0;0,01;83,7;-0,04;
EBFS;13/09/2022 00:00;94,18;85,56;99,9;99,75;0;0;0;0;0;21,8;0,01;
EBSH;13/09/2022 00:00;;68,37;;;;;;;;-10,8;0,11;
EBBE;13/09/2022 00:00;;61,06;;;;;;;;168,3;-0,03;
GEMB;13/09/2022 00:00;95,55;81,61;98,97;97,15;0,47;0,31;0,72;0;1,11;98,7;0;
LARCE;13/09/2022 00:00;;45,39;0;0;0;0;0;0;0;50,8;-0,04;
GEEK;13/09/2022 00:00;;;;;;;;;;;;No Data
S723E;14/09/2022 00:00;96,46;87,7;99,92;99,98;0;0;0;0;0,14;40,5;0,01;
EBBL;14/09/2022 00:00;93,14;84;99,74;99,92;0,01;0,01;0,01;0;0,21;65,8;-0,02;
GEEK;14/09/2022 00:00;;15,26;0;0;0;0;0;0;0;0;0;
EBFS;14/09/2022 00:00;93,49;91,07;99,88;99,79;0;0;0;0;0,01;4,5;0,01;
EBSH;14/09/2022 00:00;;74,4;;;;;;;;-41,9;0,12;
EBBE;14/09/2022 00:00;;77,02;;;;;;;;110;-0,02;
GEMB;14/09/2022 00:00;96,37;80,46;98,99;96,76;0,6;0,38;0,93;0;1,05;109,1;-0,01;
LARCE;14/09/2022 00:00;;61,86;0;0;0;0;0;0;0;24,3;-0,03;
S723E;15/09/2022 00:00;95,79;86,33;99,89;99,96;0;0,01;0,01;0;0,08;26,3;0,01;
EBBL;15/09/2022 00:00;86,83;70,37;99,36;99,87;0,01;0,03;0,04;0;0,02;38,7;-0,02;
GEEK;15/09/2022 00:00;;;0;0;0;0;0;0;0;0;0;
EBFS;15/09/2022 00:00;91,6;74,91;99,89;99,9;0;0;0;0;0;8,5;0,03;
EBSH;15/09/2022 00:00;;71,95;;;;;;;;-36;0,11;
EBBE;15/09/2022 00:00;;65,14;;;;;;;;90,1;-0,02;
GEMB;15/09/2022 00:00;95,05;80,65;99,04;97,32;0,51;0,31;0,75;0;1,19;63,8;0;
LARCE;15/09/2022 00:00;;45,03;0;0;0;0;0;0;0;8,7;-0,03;
S723E;16/09/2022 00:00;97,16;89,1;99,87;99,98;0,01;0,01;0,01;0;0,02;9,1;0;
EBBL;16/09/2022 00:00;93,93;81,55;99,6;99,85;0,05;0,01;0,06;0;0,02;14,1;-0,03;
GEEK;16/09/2022 00:00;95,97;81,2;99,77;99,56;0;0;0;0;0,17;40,6;0,08;
EBFS;16/09/2022 00:00;93,79;86,67;99,82;99,84;0,03;0;0,03;0;0,05;-22,8;0,02;
EBSH;16/09/2022 00:00;;72,23;;;;;;;;-46,9;0,11;
EBBE;16/09/2022 00:00;;75,65;;;;;;;;74,6;-0,02;
GEMB;16/09/2022 00:00;96,67;85,12;99,28;97,33;0,45;0,33;0,7;0,01;0,88;50,9;0;
LARCE;16/09/2022 00:00;;57,26;0;0;0;0;0;0;0;-28,4;-0,03;
S723E;17/09/2022 00:00;97,14;88,41;99,91;99,95;0;0;0;0;0,02;20,9;0,01;
EBBL;17/09/2022 00:00;91,59;76,43;99,65;99,51;0,01;0;0,01;0;0,01;15,4;-0,02;
GEEK;17/09/2022 00:00;96,52;82,77;99,7;99,4;0;0,01;0,01;0;0,08;29,7;0,07;
EBFS;17/09/2022 00:00;94,45;89,69;99,86;99,87;0;0;0;0;0;-7,5;0,02;
EBSH;17/09/2022 00:00;;75,78;;;;;;;;-47,4;0,11;
EBBE;17/09/2022 00:00;;70,11;;;;;;;;96,9;-0,01;
GEMB;17/09/2022 00:00;97;84,59;99,5;97,75;0,31;0,25;0,51;0;1,12;36,3;0;
LARCE;17/09/2022 00:00;;54,33;0;0;0;0;0;0;0;-1,5;-0,03;
S723E;18/09/2022 00:00;96,85;88,24;99,88;99,97;0,01;0;0,01;0;0,01;23,8;0,01;
EBBL;18/09/2022 00:00;93,62;82,83;99,79;99,94;0,01;0;0,01;0;0,05;17,7;-0,02;
GEEK;18/09/2022 00:00;95,66;83,81;99,67;99,61;0,01;0;0,01;0;0,08;36,2;0,03;
EBFS;18/09/2022 00:00;93,9;92,93;99,88;99,81;0,02;0;0,02;0;0;-2,4;0,01;
EBSH;18/09/2022 00:00;;76,75;;;;;;;;-32,8;0,1;
EBBE;18/09/2022 00:00;;75,27;;;;;;;;82,6;0;
GEMB;18/09/2022 00:00;96,95;81,3;99,48;98,08;0,33;0,26;0,54;0;0,7;47,4;0;
LARCE;18/09/2022 00:00;;60,18;0;0;0;0;0;0;0;2,1;-0,04;
S723E;19/09/2022 00:00;96,45;88,12;99,93;99,96;0;0;0;0;0,12;34,4;0,01;
EBBL;19/09/2022 00:00;91,55;80,42;99,6;99,8;0,02;0,01;0,02;0;0,3;37,8;-0,02;
GEEK;19/09/2022 00:00;95,85;84,59;99,62;99,49;0;0,01;0,01;0;0,54;13,3;-0,05;
EBFS;19/09/2022 00:00;94,02;89,46;99,89;99,77;0;0;0;0;0;12,8;0,01;
EBSH;19/09/2022 00:00;;75,41;;;;;;;;-22,5;0,1;
EBBE;19/09/2022 00:00;;69,98;;;;;;;;129,1;0;
GEMB;19/09/2022 00:00;95,88;84,71;99,07;97,22;0,55;0,45;0,91;0,03;1,02;52;0,01;
LARCE;19/09/2022 00:00;;;;;;;;;;;;No Data
S723E;20/09/2022 00:00;96,78;88,28;99,87;99,97;0,01;0;0,01;0;0,1;31,7;0,01;
EBBL;20/09/2022 00:00;91,21;75,88;99,55;100;0;0;0;0;0,04;51,3;-0,03;
GEEK;20/09/2022 00:00;95,66;85,32;99,8;99,54;0,02;0,01;0,03;0;0,16;55,7;0,02;
EBFS;20/09/2022 00:00;93,31;87,09;99,88;99,87;0;0;0;0;0;-0,3;0,01;
EBSH;20/09/2022 00:00;;74,69;;;;;;;;-25;0,1;
EBBE;20/09/2022 00:00;;68,44;;;;;;;;96,9;-0,02;
GEMB;20/09/2022 00:00;95,67;87,59;99,13;97,43;0,47;0,34;0,75;0,01;0,95;77,9;0,01;
LARCE;20/09/2022 00:00;;51,49;0;0;0;0;0;0;0;17,6;-0,03;
S723E;21/09/2022 00:00;96,03;86,02;99,88;99,96;0;0;0;0;0,1;34,2;0,01;
EBBL;21/09/2022 00:00;85,22;67,77;98,98;99,64;0;0,01;0,01;0;0,05;43,2;-0,02;
GEEK;21/09/2022 00:00;93,7;77,25;99,57;99,08;0;0;0;0;0,32;88,3;0,02;
EBFS;21/09/2022 00:00;92,19;78,14;99,86;99,59;0;0;0;0;0,01;7,5;0,01;
EBSH;21/09/2022 00:00;;67,02;;;;;;;;-21;0,1;
EBBE;21/09/2022 00:00;;58,87;;;;;;;;104,8;-0,04;
GEMB;21/09/2022 00:00;92,59;78,41;98,73;95,49;0,64;0,44;1;0;1,31;87,6;0,01;
LARCE;21/09/2022 00:00;;36,46;0;0;0;0;0;0;0;34,3;-0,02;
S723E;22/09/2022 00:00;95,54;84,79;99,83;99,85;0;0;0;0;0,06;36,3;0;
EBBL;22/09/2022 00:00;82,89;68,15;99,19;99,73;0,02;0,01;0,02;0;0,05;45,3;-0,04;
GEEK;22/09/2022 00:00;93,51;76,16;99,52;99,14;0,02;0,01;0,03;0;0,42;62,5;0,03;
EBFS;22/09/2022 00:00;90,47;79,1;99,86;99,77;0,02;0;0,02;0;0,01;11,4;0,01;
EBSH;22/09/2022 00:00;;64,8;;;;;;;;-8,6;0,1;
EBBE;22/09/2022 00:00;;61,42;;;;;;;;125;-0,03;
GEMB;22/09/2022 00:00;92,55;79,07;98,61;96,08;0,67;0,43;1,02;0,01;1,4;65,8;0,02;
LARCE;22/09/2022 00:00;;40,16;0;0;0;0;0;0;0;32,5;-0,03;
S723E;23/09/2022 00:00;95,99;86,01;99,89;99,98;0,01;0;0,01;0;0,06;23,9;0;
EBBL;23/09/2022 00:00;83,96;64,93;99,32;99,75;0,01;0,01;0,01;0;0,01;32,3;-0,02;
GEEK;23/09/2022 00:00;95,54;75,07;99,66;98,75;0,01;0;0,01;0;0,17;65,5;0,04;
EBFS;23/09/2022 00:00;92,45;81,54;99,84;99,85;0,02;0;0,02;0;0;-1,1;0,01;
EBSH;23/09/2022 00:00;;66,64;;;;;;;;-18,2;0,1;
EBBE;23/09/2022 00:00;;59,81;;;;;;;;79,9;-0,03;
GEMB;23/09/2022 00:00;94,67;80,88;98,87;96,63;0,6;0,38;0,9;0,02;1,53;63,6;0,01;
LARCE;23/09/2022 00:00;;40,84;0;0;0;0;0;0;0;9,6;-0,04;
S723E;24/09/2022 00:00;97,38;89,86;99,92;99,98;0;0;0;0;0,03;13,3;0,01;
EBBL;24/09/2022 00:00;89,94;78,44;99,62;99,99;0;0,01;0,01;0;0,01;16,3;-0,02;
GEEK;24/09/2022 00:00;95,61;78,15;99,65;99,44;0;0;0;0;0,21;42,2;0,03;
EBFS;24/09/2022 00:00;94,85;89,72;99,87;99,87;0;0;0;0;0;-21;0,01;
EBSH;24/09/2022 00:00;;78,78;;;;;;;;-41,8;0,1;
EBBE;24/09/2022 00:00;;72,25;;;;;;;;103,2;0;
GEMB;24/09/2022 00:00;95,86;86,14;99,34;98;0,32;0,28;0,56;0,01;1,18;49;0,01;
LARCE;24/09/2022 00:00;;58,29;0;0;0;0;0;0;0;-2,8;-0,04;
S723E;25/09/2022 00:00;95,46;85,26;99,85;99,71;0,01;0;0,01;0;0,05;12,8;0,01;
EBBL;25/09/2022 00:00;81,91;64,26;99,07;99,47;0,02;0,01;0,04;0;0,01;19,8;-0,02;
GEEK;25/09/2022 00:00;94,22;80,25;99,7;99,39;0;0;0;0,02;0,14;46,8;0,03;
EBFS;25/09/2022 00:00;89,55;76,58;99,86;99,49;0;0;0;0;0;-14,8;0,01;
EBSH;25/09/2022 00:00;;62,71;;;;;;;;-41,7;0,11;
EBBE;25/09/2022 00:00;;58,29;;;;;;;;63,2;-0,04;
GEMB;25/09/2022 00:00;90,92;71,42;98,4;95,31;0,65;0,51;1,1;0,08;1,99;44,8;0;
LARCE;25/09/2022 00:00;;36,31;0;0;0;0;0;0;0;-16,2;-0,03;
S723E;26/09/2022 00:00;97,22;90,08;99,92;99,99;0;0;0;0;0,06;7;0;
EBBL;26/09/2022 00:00;93,86;87,02;99,85;100;0;0;0;0;0,04;10;-0,02;
GEEK;26/09/2022 00:00;96,34;81,98;99,62;99,95;0;0;0;0;0,13;19,5;-0,07;
EBFS;26/09/2022 00:00;94,68;95,83;99,89;99,87;0;0;0;0;0;-22,9;0;
EBSH;26/09/2022 00:00;;78,7;;;;;;;;-52,4;0,11;
EBBE;26/09/2022 00:00;;84,86;;;;;;;;60,2;-0,03;
GEMB;26/09/2022 00:00;96,82;86,43;99,35;97,94;0,39;0,31;0,62;0,01;0,82;45,3;0;
LARCE;26/09/2022 00:00;;69,52;0;0;0;0;0;0;0;-34,3;-0,05;
S723E;27/09/2022 00:00;95,48;87,53;99,88;99,98;0;0;0;0;0,13;-9,4;0,01;
EBBL;27/09/2022 00:00;90,33;81,75;99,69;99,86;0,03;0;0,03;0;0,05;-4,6;-0,02;
GEEK;27/09/2022 00:00;95,41;85,53;99,43;99,49;0;0;0;0;0,18;-11,4;-0,07;
EBFS;27/09/2022 00:00;91,84;91,29;99,89;99,79;0;0;0;0;0,01;-26;0,01;
EBSH;27/09/2022 00:00;;78,09;;;;;;;;-55,9;0,1;
EBBE;27/09/2022 00:00;;75,54;;;;;;;;34,5;-0,02;
GEMB;27/09/2022 00:00;96,19;86,71;98,96;97,19;0,53;0,38;0,84;0,02;0,88;29,6;0,01;
LARCE;27/09/2022 00:00;;60,19;0;0;0;0;0;0;0;-52,3;-0,03;
S723E;28/09/2022 00:00;95,45;86,02;99,87;99,96;0;0;0;0;0,17;-14,9;0;
EBBL;28/09/2022 00:00;88,41;77,55;99,61;99,9;0;0;0;0;0,06;-16,6;-0,01;
GEEK;28/09/2022 00:00;95,85;82,23;99,41;99,66;0;0;0;0;0,12;-13,2;-0,07;
EBFS;28/09/2022 00:00;90,47;84,82;99,89;99,82;0;0;0;0;0,01;-31,6;0;
EBSH;28/09/2022 00:00;;70,48;;;;;;;;-59,6;0,1;
EBBE;28/09/2022 00:00;;70,87;;;;;;;;29,5;-0,02;
GEMB;28/09/2022 00:00;95,43;85,07;98,9;96,87;0,59;0,46;0,97;0;1,08;18,2;0,01;
LARCE;28/09/2022 00:00;;1,21;0;0;0;0;0;0;0;0;0;
S723E;29/09/2022 00:00;95,41;86,16;99,87;99,96;0;0;0;0;0,1;-9,8;0,37;
S723E;30/09/2022 00:00;95,62;86,26;99,86;99,76;0;0;0;0;0,06;17,3;0;
S723E;01/10/2022 00:00;95,96;87,78;99,88;99,84;0;0;0;0;0,08;26,2;0,01;
S723E;02/10/2022 00:00;96,97;88;99,91;99,95;0;0;0;0;0,03;35,9;0,01;
EBBE;29/09/2022 00:00;;68,38;;;;;;;;48,9;-0,03;
EBBE;30/09/2022 00:00;;59,95;;;;;;;;64,6;-0,02;
EBBE;01/10/2022 00:00;;61,83;;;;;;;;84,2;-0,04;
EBBE;02/10/2022 00:00;;64,59;;;;;;;;128,5;-0,01;
EBBL;29/09/2022 00:00;83,8;68,92;99,34;99,74;0,02;0,01;0,03;0;0,04;-16,3;-0,02;
EBBL;30/09/2022 00:00;79,19;66,53;99,07;99,58;0,01;0;0,02;0;0,05;19,8;-0,01;
EBBL;01/10/2022 00:00;89,07;76,19;99,66;99,73;0;0;0;0;0,28;25,9;-0,02;
EBBL;02/10/2022 00:00;89,41;71,66;99,56;99,84;0;0,02;0,02;0;0,02;42,9;-0,02;
GEEK;29/09/2022 00:00;95,45;81,97;99,34;99,37;0,01;0,01;0,02;0;0,15;-22,9;-0,07;
GEEK;30/09/2022 00:00;94,36;73,51;99,34;98,86;0,02;0;0,02;0;0,23;12,8;-0,06;
GEEK;01/10/2022 00:00;97,09;87,12;99,71;99,74;0;0;0,01;0;0,28;32,6;-0,06;
GEEK;02/10/2022 00:00;96,88;85,3;99,91;99,23;0;0;0;0;0,08;62,7;0,03;
GEMB;29/09/2022 00:00;93,14;79,02;98,57;96,13;0,66;0,56;1,13;0;1,15;18,8;0,01;
GEMB;30/09/2022 00:00;92,68;77,98;98,62;95,88;0,66;0,38;0,96;0;1,57;48,4;0,01;
GEMB;01/10/2022 00:00;95,62;85,17;99,49;97,94;0,31;0,28;0,54;0,01;1,12;55,8;0;
GEMB;02/10/2022 00:00;93,76;80,04;98,83;96,92;0,56;0,53;1,01;0;1,83;66,3;0;
EBFS;29/09/2022 00:00;88,73;82,8;99,84;99,76;0,01;0;0,01;0;0,01;-34,2;0;
EBFS;30/09/2022 00:00;90,32;77,16;99,85;99,66;0,01;0;0,01;0;0;-8,5;0,01;
EBFS;01/10/2022 00:00;91,41;83,05;99,86;99,43;0,02;0;0,02;0;0,04;4,9;0,02;
EBFS;02/10/2022 00:00;94,13;90,51;99,89;99,87;0;0;0;0;0;13,5;0,02;
EBSH;29/09/2022 00:00;;66,15;;;;;;;;-67,8;0,1;
EBSH;30/09/2022 00:00;;65,96;;;;;;;;-32,5;0,1;
EBSH;01/10/2022 00:00;;74,84;;;;;;;;-20,5;0,11;
EBSH;02/10/2022 00:00;;72,51;;;;;;;;-19,9;0,1;
LARCE;29/09/2022 00:00;;0,91;;;;;;;;0;0;
LARCE;30/09/2022 00:00;;41,15;;;;;;;;-20,5;-0,03;
LARCE;01/10/2022 00:00;;40,24;;;;;;;;4,4;-0,04;
LARCE;02/10/2022 00:00;;44,82;;;;;;;;18,5;-0,04;
S723E;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
S723E;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBE;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBE;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBL;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBL;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEEK;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEEK;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEMB;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEMB;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBFS;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBFS;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBSH;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBSH;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
LARCE;03/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
LARCE;04/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
S723E;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBE;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBL;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEEK;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
GEMB;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBFS;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBSH;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
LARCE;05/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
S723E;06/10/2022 00:00;;;;;;;;;;;;NO DATA SZ723 REFERENCE
EBBE;12/10/2022 00:00;;60,38;;;;;;;;108,5;-0,01;
GEMB;12/10/2022 00:00;94,4;74,78;98,85;95,87;0,59;0,36;0,86;0;1,58;65,2;0,01;
LARCE;12/10/2022 00:00;;38,74;0;0;0;0;0;0;0;14,7;-0,04;
S723E;13/10/2022 00:00;97,11;88,8;99,89;99,98;0;0;0;0;0,09;24,2;0;
EBBL;13/10/2022 00:00;92,04;80,9;99,71;100;0;0;0;0;0,1;24,6;-0,03;
GEEK;13/10/2022 00:00;96,86;84,11;99,82;99,46;0;0;0;0;0,2;55;0,03;
EBFS;13/10/2022 00:00;94,71;89,58;99,89;99,88;0,01;0;0,01;0;0;-0,4;0,05;
EBSH;13/10/2022 00:00;;77,97;;;;;;;;-36,7;0,1;
EBBE;13/10/2022 00:00;;75,44;;;;;;;;106,6;0,01;
GEMB;13/10/2022 00:00;96,62;79,34;99,26;97,53;0,42;0,29;0,67;0,01;1,08;55,1;0,01;
LARCE;13/10/2022 00:00;;57,04;0;0;0;0;0;0;0;7,1;-0,05;
S723E;14/10/2022 00:00;96,63;89,16;99,89;99,98;0;0;0;0;0,06;33,4;0,01;
EBBL;14/10/2022 00:00;92,77;84,8;99,78;99,83;0;0;0;0;0,02;40,5;-0,01;
GEEK;14/10/2022 00:00;96,56;86,5;99,83;99,52;0;0;0;0;0,12;64,8;0,04;
EBFS;14/10/2022 00:00;93,81;89,31;99,9;99,82;0;0;0;0;0;-0,2;0,07;
EBSH;14/10/2022 00:00;;79,93;;;;;;;;-18;0,1;
EBBE;14/10/2022 00:00;;75,79;;;;;;;;81,6;0,02;
GEMB;14/10/2022 00:00;97,32;84,85;99,49;98;0,35;0,26;0,56;0,01;0,73;84,6;0,02;
LARCE;14/10/2022 00:00;;54,38;0;0;0;0;0;0;0;11,8;-0,04;
S723E;15/10/2022 00:00;96,64;87,4;99,93;99,96;0;0;0;0;0,03;15,2;0,01;
EBBL;15/10/2022 00:00;86,21;74,45;99,59;99,72;0;0;0;0;0,02;37,5;-0,02;
GEEK;15/10/2022 00:00;97,3;86,71;99,86;99,44;0;0;0;0;0,06;55,8;0,04;
EBFS;15/10/2022 00:00;92,36;86,43;99,88;99,75;0;0;0;0;0;-1,8;0,09;
EBSH;15/10/2022 00:00;;74,08;;;;;;;;-30,8;0,1;
EBBE;15/10/2022 00:00;;64,37;;;;;;;;99;0;
GEMB;15/10/2022 00:00;97,12;80,19;99,54;97,92;0,29;0,24;0,51;0;1,03;60,8;0;
